r, offset_x, offset_y, offset_z
0.002, 0.143599, 0.0785231, 0.0140706
0.005, 0.139988, 0.0647248, 0.0377341
0.005, 0.125122, 0.0494607, 0.0553236
0.003, 0.147344, 0.0694472, 0.0344697
0.001, 0.144041, 0.0557283, 0.0582243
0.005, 0.129431, 0.0404603, 0.076024
0.005, 0.106685, 0.0269575, 0.0840045
0.003, 0.138138, 0.0437789, 0.0765239
0.005, 0.123786, 0.0285091, 0.0945312
0.005, 0.101192, 0.0149217, 0.102794
0.005, 0.0752597, 0.00596642, 0.0995189
0.003, 0.109452, 0.0161518, 0.106955
0.005, 0.0870128, 0.00248182, 0.115499
0.005, 0.0610965, -0.00662121, 0.112521
0.005, 0.0373293, -0.00918106, 0.0986655
0.002, 0.132262, 0.0950875, -0.00512
0.003, 0.143347, 0.079149, 0.0145391
0.005, 0.142245, 0.0591176, 0.033537
0.005, 0.129194, 0.0393419, 0.0477496
0.003, 0.149282, 0.0646314, 0.030865
0.002, 0.148499, 0.0446522, 0.0499337
0.005, 0.135728, 0.0248143, 0.0643128
0.005, 0.113742, 0.00942429, 0.0708807
0.004, 0.144523, 0.0279136, 0.0646485
0.005, 0.132034, 0.00801636, 0.0791921
0.005, 0.11023, -0.00753458, 0.0859853
0.005, 0.0838441, -0.0153633, 0.0835534
0.005, 0.118967, -0.00748929, 0.0892595
0.005, 0.0973483, -0.0231989, 0.096277
0.005, 0.0710103, -0.0312541, 0.0940826
0.005, 0.0456703, -0.029906, 0.0831526
